simnum,trial.type,ons.cue,ons.stim,ons.feedback,fix.after.cue,fix.after.stim,fix.after.feedback
7410,reward.high,5,9.443557315331418,12.186296471394598,2.443557315331418,2.2427391560631804,4.581273281015456
7410,loss.high,18.767569752410054,23.412632138642948,26.59545706253266,2.645062386232894,2.6828249238897115,4.292716616764665
7410,neutral,32.888173679297324,37.52452716056723,40.211549495812505,2.636353481269907,2.187022335245274,4.329484245739877
7410,neutral,46.54103374155238,51.119951405678876,54.347661893756595,2.578917664126493,2.7277104880777188,3.557698342949152
7410,loss.low,59.90536023670575,64.35649565391941,67.36804330523591,2.4511354172136635,2.511547651316505,4.244945312850177
7410,neutral,73.61298861808609,78.097277249326,81.17648805078352,2.484288631239906,2.5792108014575206,3.2550537763163447
7410,reward.low,86.43154182709986,90.75191869988339,93.84159090963658,2.3203768727835268,2.5896722097531892,4.683188419323415
7410,neutral,100.52477932896,104.93056479940424,107.71029431850184,2.4057854704442434,2.2797295190976,3.2608182881958783
7410,neutral,112.97111260669772,117.42874183790991,120.52369979541982,2.457629231212195,2.594957957509905,4.000444358214736
7410,loss.high,126.52414415363455,130.7183396067121,133.85949334630277,2.1941954530775547,2.6411537395906635,4.526434652972966
7410,reward.low,140.38592799927574,144.82277733756928,147.72104731196305,2.4368493382935412,2.39826997439377,3.5066513451747596
7410,reward.high,153.2276986571378,157.70721558475634,160.86941884004045,2.4795169276185334,2.662203255284112,4.115322208963335
7410,neutral,166.9847410490038,171.39276561740553,174.47813841811148,2.4080245684017427,2.5853728007059544,4.041326315607876
7410,reward.low,180.51946473371936,184.9867754628067,187.53748589911265,2.4673107290873304,2.0507104363059625,3.291571046691388
7410,reward.high,192.82905694580404,197.31286001828266,200.51936768600717,2.483803072478622,2.706507667724509,4.948032149579376
7410,reward.high,207.46739983558655,211.48921830253676,214.07103990839096,2.021818466950208,2.081821605854202,4.905640152283013
7410,neutral,220.97668006067397,225.51109584694495,228.03995024546748,2.5344157862709835,2.028854398522526,3.2380199478939176
7410,neutral,233.2779701933614,237.97166913398542,241.05640832148492,2.6936989406240173,2.5847391874995083,4.9545121290721
7410,loss.low,248.01092045055702,252.31064945098478,255.04093485564226,2.29972900042776,2.2302854046574794,4.144129280466586
7410,reward.high,261.18506413610885,265.4859091502731,268.3142770965933,2.3008450141642243,2.3283679463202134,4.96079074870795
7410,loss.low,275.27506784530124,279.3889063684619,282.0827099576127,2.1138385231606662,2.1938035891507752,3.7487111892551184
7410,loss.high,287.8314211468678,292.30915349395946,295.28762220276985,2.47773234709166,2.4784687088103965,3.2657508896663785
7410,loss.high,300.55337309243623,304.91960956383264,307.62269172474043,2.3662364713964052,2.2030821609077975,3.1956011042930186
7410,neutral,312.81829282903345,317.1594766602502,319.863523314707,2.3411838312167674,2.2040466544567607,3.5153511059470475
7410,loss.low,325.37887442065403,329.9454097384587,332.99630179058295,2.5665353178046644,2.5508920521242544,3.5685083772987127
7410,reward.low,338.56481016788166,343.2779015167034,346.00395586830564,2.713091348821763,2.2260543516022153,4.464222062844783
7410,neutral,352.4681779311504,357.177447238646,360.1424850372714,2.7092693074955605,2.465037798625417,3.348525491543114
7410,reward.low,365.4910105288145,369.7360785318888,372.7894072406343,2.245068003074266,2.553328708745539,4.474438131786883
7410,loss.low,379.2638453724212,383.6546544798184,386.8822188657359,2.3908091073972173,2.7275643859175034,4.793372365180403
7410,loss.high,393.6755912309163,397.92425546213053,400.5880256911041,2.2486642312142067,2.16377022897359,18
