simnum,trial.type,ons.cue,ons.stim,ons.feedback,fix.after.cue,fix.after.stim,fix.after.feedback
3072,loss.low,5,9.408398837142158,12.284443695330992,2.4083988371421583,2.376044858188834,3.7798497271724045
3072,loss.low,18.064293422503397,22.32693277398357,25.502319921622984,2.262639351480175,2.6753871476394124,3.757376461289823
3072,neutral,31.259696382912807,35.475724230345804,38.546923766611144,2.216027847432997,2.5711995362653397,4.444617427885532
3072,loss.high,44.991541194496676,49.41926905780565,52.43302210554248,2.4277278633089736,2.5137530477368273,4.317765828222036
3072,neutral,58.750787933764514,63.379145590704866,66.54501000995515,2.628357656940352,2.6658644192502834,3.6624829843640327
3072,reward.high,72.20749299431918,76.21670139557682,79.42999650846468,2.009208401257638,2.713295112887863,4.497872245498002
3072,neutral,85.92786875396268,90.57708374178037,93.23356895835605,2.649214987817686,2.1564852165756747,4.4128100806847215
3072,neutral,99.64637903904077,103.72888414998306,106.74099542561453,2.082505110942293,2.5121112756314687,4.906532886903733
3072,loss.high,113.64752831251826,117.87404501286801,120.9672781250556,2.226516700349748,2.5932331121875905,4.577213916927576
3072,neutral,127.54449204198318,131.571442872053,134.44460276560858,2.0269508300698362,2.3731598935555667,4.351948812138289
3072,reward.high,140.79655157774687,145.22175599139882,148.15230930782855,2.4252044136519544,2.430553316429723,4.6548378323204815
3072,reward.low,154.80714714014903,159.0168066356564,161.96262276859488,2.209659495507367,2.4458161329384893,4.400083375629038
3072,neutral,168.36270614422392,173.0227145026438,176.02994694956578,2.660008358419873,2.5072324469219893,4.788907360751182
3072,reward.high,182.81885431031696,187.55342751985881,190.80173114838544,2.73457320954185,2.748303628526628,4.276931830216199
3072,neutral,197.07866297860164,201.42332654329948,204.60525471006986,2.3446635646978393,2.6819281667703763,4.923776571173221
3072,reward.low,211.52903128124308,215.69407475413755,218.58032335864846,2.1650434728944674,2.386248604510911,3.9196234238334
3072,loss.low,224.49994678248186,228.90472529630642,231.56510691758012,2.404778513824567,2.1603816212737,4.33910819562152
3072,neutral,237.90421511320164,242.1192703314009,245.3309183154488,2.215055218199268,2.711647984047886,3.0177571726962924
3072,neutral,250.3486754881451,255.02513431519037,258.12672008696245,2.6764588270452805,2.601585771772079,4.50002226093784
3072,loss.low,264.6267423479003,269.28540027642157,272.22706914215814,2.6586579285212792,2.441668865736574,3.626824678853154
3072,reward.low,277.8538938210113,282.26291447872063,284.7668252159492,2.409020657709334,2.00391073722858,4.11043566884473
3072,neutral,290.87726088479394,295.594068486942,298.34428011998534,2.7168076021480374,2.2502116330433637,4.0547925042919815
3072,loss.high,304.3990726242773,309.0186033291975,312.05854021396954,2.61953070492018,2.5399368847720325,4.347628813702613
3072,loss.high,318.40616902767215,323.1420088192681,326.16895806766115,2.735839791595936,2.5269492483930662,4.118070498574525
3072,reward.low,332.2870285662357,336.8040042121429,339.6355214114883,2.5169756459072232,2.3315171993453987,3.2510626413859427
3072,reward.high,344.88658405287424,349.2334592565894,352.2336704992922,2.3468752037151717,2.5002112427027896,4.9584606401622295
3072,reward.high,359.19213113945443,363.24328795226756,366.0237233011285,2.051156812813133,2.2804353488609195,4.591146118938923
3072,loss.high,372.6148694200674,377.08903482870664,380.0252590547898,2.4741654086392373,2.436224226083141,3.8522435957565904
3072,reward.low,385.8775026505464,390.464309234987,393.5127424898674,2.5868065844406374,2.548433254880365,4.072086728643626
3072,loss.low,399.584829218511,404.3016357701272,406.8985664708307,2.7168065516161732,2.096930700703524,18
