simnum,trial.type,ons.cue,ons.stim,ons.feedback,fix.after.cue,fix.after.stim,fix.after.feedback
357,neutral,5,9.102103847195394,12.329447940457612,2.1021038471953943,2.727344093262218,4.029940648935735
357,neutral,18.359388589393348,22.883388337562792,25.658178959216457,2.5239997481694445,2.274790621653665,3.8965016277506948
357,reward.high,31.55468058696715,36.1185267358087,39.0613539487822,2.5638461488415487,2.442827212973498,4.6681181020103395
357,loss.high,45.72947205079254,50.231552078272216,53.098455712141,2.5020800274796784,2.3669036338687874,3.7054102742113173
357,reward.high,58.80386598635232,63.30749242048478,66.33019838749897,2.503626434132457,2.52270596701419,4.265268651302904
357,neutral,72.59546703880187,77.23098250175826,80.28020654554712,2.6355154629563913,2.549224043788854,3.3513294039294124
357,neutral,85.63153594947653,90.34504180593649,93.33731825643918,2.7135058564599603,2.492276450502686,3.4209409337490797
357,loss.high,98.75825919018826,102.88847019692184,106.12651284399908,2.130211006733589,2.7380426470772363,3.459468993358314
357,neutral,111.5859818373574,115.803652160801,118.31136026320746,2.217670323443599,2.0077081024064682,4.646746921818703
357,reward.low,124.95810718502617,128.98143831308698,131.66055330791278,2.0233311280608177,2.1791149948257953,4.226098001468927
357,loss.low,137.8866513093817,142.07480265031336,144.6660441228887,2.188151340931654,2.091241472575348,3.5224609011784196
357,loss.high,150.18850502406713,154.7280789654469,157.40216855111066,2.5395739413797855,2.1740895856637508,4.406367583665997
357,loss.low,163.80853613477666,168.2425608780468,171.48914659238653,2.434024743270129,2.7465857143397443,4.666938059031963
357,neutral,178.1560846514185,182.5861686540884,185.72069683030713,2.4300840026699007,2.634528176218737,4.8607506775297225
357,reward.low,192.58144750783686,197.00899410323473,199.9637466565473,2.427546595397871,2.4547525533125736,4.584089522249997
357,reward.low,206.5478361787973,211.1777102550841,214.09770466317423,2.6298740762867965,2.419994408090133,4.027702210471034
357,reward.high,220.12540687364526,224.27332660311367,226.90078122238629,2.1479197294684127,2.127454619272612,3.4061654824763536
357,loss.low,232.30694670486264,236.9822761703399,239.82413863466354,2.6753294654772617,2.34186246432364,4.357028732541949
357,neutral,246.1811673672055,250.22461725614266,253.10988469497534,2.0434498889371753,2.3852674388326705,3.494923937600106
357,loss.high,258.60480863257544,262.969922803808,266.0659908328089,2.3651141712325625,2.5960680290008895,4.937332638073713
357,neutral,273.0033234708826,277.62396841100417,280.5940921724541,2.620644940121565,2.4701237614499405,4.268878324888647
357,loss.high,286.86297049734276,291.4937087878352,294.15134673175635,2.6307382904924452,2.157637943921145,4.889411525335163
357,neutral,301.0407582570915,305.73702001490165,308.9773298674263,2.6962617578101344,2.7403098525246605,4.999593555461615
357,reward.low,315.9769234228879,320.2502643468906,323.3015206885757,2.273340924002696,2.5512563416850753,4.291233830153942
357,neutral,329.59275451872963,334.0258418468875,336.85144231352024,2.4330873281578533,2.32560046663275,4.8426550454460084
357,reward.high,343.69409735896625,347.83826847118326,350.70600489201024,2.144171112217009,2.3677364208269864,4.152439854107797
357,reward.high,356.85844474611804,361.4968203608296,364.7398532979423,2.638375614711549,2.74303293711273,3.8913307320326567
357,loss.low,370.631184029975,374.7376249265508,377.5799824994174,2.106440896575805,2.3423575728666037,3.989766249898821
357,loss.low,383.5697487493162,388.1743393963552,391.4006263842457,2.6045906470390037,2.7262869878904894,4.121759662404656
357,reward.low,397.52238604665035,401.6630303875427,404.75490820535924,2.1406443408923224,2.5918778178165667,18
