simnum,trial.type,ons.cue,ons.stim,ons.feedback,fix.after.cue,fix.after.stim,fix.after.feedback
6860,reward.high,5,9.096079145791009,12.196039705479052,2.096079145791009,2.599960559688043,4.289048163220286
6860,neutral,18.48508786869934,22.67764363938477,25.917431991023477,2.1925557706854306,2.7397883516387083,3.1635332172736526
6860,reward.high,31.08096520829713,35.73341726826038,38.970883692847565,2.6524520599632524,2.7374664245871827,3.35703949816525
6860,reward.high,44.327923191012815,48.358603142551146,50.961544685356785,2.030679951538332,2.102941542805638,4.1346482816152275
6860,neutral,57.09619296697201,61.790990868525114,64.5169697945239,2.694797901553102,2.2259789259987883,4.703419860918075
6860,loss.high,71.22038965544198,75.63955286476994,78.23306480719475,2.4191632093279622,2.0935119424248114,4.839091175701469
6860,reward.high,85.07215598289622,89.35613379243296,92.26671435829485,2.2839778095367365,2.410580565861892,4.976628631353378
6860,neutral,99.24334298964823,103.45583061210345,106.55289319565054,2.212487622455228,2.5970625835470855,3.2070046910084784
6860,loss.low,111.75989788665902,116.34552063030424,119.22637870052131,2.5856227436452173,2.380858070217073,3.1372442417778075
6860,loss.high,124.36362294229912,128.78003459842876,131.47306752851,2.4164116561296396,2.1930329300812446,4.519351882394403
6860,loss.low,137.9924194109044,142.6533474556636,145.86992504284717,2.6609280447592027,2.716577587183565,3.7757431813515723
6860,loss.low,151.64566822419874,156.23766394815175,159.11094657110516,2.591995723953005,2.373282622953411,4.910888995975256
6860,neutral,166.02183556708042,170.53394986281637,173.58366844186094,2.5121142957359552,2.5497185790445656,4.5873400419950485
6860,loss.high,180.17100848385599,184.19379048218252,186.80592074309243,2.0227819983265363,2.1121302609099075,4.692361438181251
6860,neutral,193.49828218127368,198.1102118564886,201.23591852281243,2.611929675214924,2.625706666323822,4.802994599565864
6860,reward.low,208.0389131223783,212.40325671015307,215.0223958696006,2.3643435877747834,2.1191391594475135,4.544558340217918
6860,reward.low,221.5669542098185,225.915265382675,228.6059008675511,2.3483111728564836,2.190635484876111,4.0672349045053124
6860,reward.high,234.6731357720564,239.32098344061524,242.56582284515025,2.647847668558825,2.744839404535014,3.979007640853524
6860,neutral,248.54483048600378,253.1253801517305,255.91310022660764,2.5805496657267213,2.287720074877143,4.66748688230291
6860,loss.high,262.58058710891055,267.1328932432807,269.883365648333,2.5523061343701556,2.250472405052278,4.551197610795498
6860,neutral,276.4345632591285,281.1731605452951,284.3894416904077,2.7385972861666232,2.716281145112589,3.3078265502117574
6860,neutral,289.69726824061945,294.1727866541478,297.3993691428914,2.4755184135283343,2.7265824887435883,3.195464715361595
6860,reward.low,302.59483385825297,307.1387251270935,310.0758356100414,2.5438912688405253,2.437110482947901,4.441914059687406
6860,loss.low,316.5177496697288,321.12943847314455,323.9070106513682,2.6116888034157455,2.277572178223636,3.2174220378510654
6860,reward.low,329.12443268921925,333.63901415048167,336.4292661809013,2.5145814612624235,2.2902520304196514,3.7621451262384653
6860,neutral,342.1914113071398,346.7976132018375,349.9816686460399,2.6062018946977332,2.684055444202386,4.4390663099475205
6860,reward.low,356.4207349559874,360.9422319647856,363.86705628741765,2.5214970087981783,2.4248243226320483,3.2659993525594473
6860,loss.high,369.1330556399771,373.37338698277017,376.5410726098926,2.24033134279307,2.6676856271224096,4.401904921513051
6860,neutral,382.94297753140563,387.28719787852606,390.39081664948026,2.3442203471204266,2.603618770954199,3.501554877962917
6860,loss.low,395.8923715274432,400.2887796825962,403.3860628696275,2.39640815515304,2.5972831870312802,18

