simnum,trial.type,ons.cue,ons.stim,ons.feedback,fix.after.cue,fix.after.stim,fix.after.feedback
5289,loss.high,5,9.064539599698037,12.137035807478242,2.064539599698037,2.5724962077802047,3.5171273960731924
5289,neutral,17.654163203551434,21.91369002207648,24.88942274375586,2.259526818525046,2.4757327216793783,4.869368299841881
5289,loss.high,31.75879104359774,36.38090647320496,39.56701117975172,2.62211542960722,2.6861047065467574,3.4961675754748285
5289,reward.high,45.063178755226545,49.70974124124041,52.80205170670524,2.6465624860138632,2.592310465464834,3.881216541863978
5289,loss.low,58.68326824856922,63.23378461401444,66.1175680574961,2.550516365445219,2.3837834434816614,4.698094969149679
5289,loss.low,72.81566302664578,77.37651808251394,80.0374238617369,2.56085505586816,2.160905779222958,4.773439328651875
5289,loss.high,86.81086319038877,91.10415529867169,93.67077620333293,2.2932921082829125,2.0666209046612494,4.001923860050738
5289,reward.low,99.67270006338367,104.34680823335657,107.38240718567977,2.6741081699728966,2.5355989523231983,4.62673814734444
5289,loss.low,114.00914533302421,118.69874183426145,121.81717553123599,2.689596501237247,2.6184336969745345,3.1649233154021204
5289,reward.low,126.98209884663811,131.37301557138562,134.19105575990397,2.3909167247475125,2.318040188518353,4.761249735485762
5289,loss.low,140.95230549538974,145.67686804797268,148.8763737732661,2.7245625525829382,2.6995057252934203,3.1880554985255003
5289,neutral,154.0644292717916,158.7560109992046,161.80439365917118,2.691581727412995,2.5483826599665917,4.7459375145845115
5289,reward.low,168.5503311737557,173.11655179108493,176.1396915030782,2.566220617329236,2.523139711993281,4.434828388039023
5289,neutral,182.57451989111723,187.2644050338422,190.3737028321484,2.689885142724961,2.6092977983062156,4.215532659552991
5289,loss.high,196.5892354917014,201.06101914762985,204.26075377780944,2.471783655928448,2.6997346301795915,4.626503466162831
5289,reward.high,210.88725724397227,215.5166137634078,218.31254560122034,2.6293565194355324,2.2959318378125317,3.5072628860361874
5289,neutral,223.81980848725652,228.466429544962,231.5954338905285,2.646621057705488,2.6290043455665,3.9182099099271
5289,reward.low,237.5136438004556,242.19497619813774,245.3866552420659,2.6813323976821266,2.6916790439281613,3.2042799666523933
5289,reward.low,250.5909352087183,255.2027948795003,258.4121025452041,2.611859670781996,2.709307665703818,4.735823983326554
5289,neutral,265.14792652853066,269.6702271203394,272.6083494477789,2.5223005918087438,2.438122327439487,4.574255027342588
5289,loss.low,279.1826044751215,283.748916501645,286.3044130380149,2.5663120265235193,2.055496536369901,4.210765660740435
5289,neutral,292.51517869875534,297.01184926752467,299.8036990792025,2.496670568769332,2.291849811677821,4.220155814662576
5289,neutral,306.02385489386506,310.2652158315759,313.12987936881837,2.2413609377108514,2.36466353724245,4.579006668645889
5289,loss.high,319.70888603746425,324.3108650009963,327.0471699073096,2.6019789635320194,2.2363049063133076,3.025727655738592
5289,neutral,332.0728975630482,336.13423746236367,338.6937565966509,2.0613398993154988,2.0595191342872567,4.266189929563552
5289,reward.high,344.9599465262145,349.67654898861656,352.42600790789584,2.7166024624020793,2.2494589192792773,3.2781512048095465
5289,neutral,357.7041591127054,362.09781094815116,365.173859012546,2.3936518354457803,2.576048064394854,4.525803030934185
5289,neutral,371.6996620434802,376.3178101997473,379.03505084099015,2.618148156267125,2.2172406412428245,3.9723565420135856
5289,reward.high,385.00740738300374,389.07527045044117,392.28611433896003,2.067863067437429,2.710843888518866,4.611887227743864
5289,reward.high,398.8980015667039,403.4249842541758,406.45335957809584,2.5269826874719,2.528375323920045,18
